Date,Product ID,Country ID,Sales,Quantity
2014-06-17,285,160,1239.0,4
2014-03-15,26,149,1680.606,5
2014-07-12,106,117,2190.75,5
2014-06-09,286,113,935.172,4
2014-10-15,51,131,1026.96,8
2014-08-06,45,117,2550.0,4
2012-12-07,141,109,1224.714,4
2012-12-25,46,136,2667.537,5
2013-05-16,121,102,2605.92,4
2013-06-17,56,122,2962.68,14
2014-11-03,287,117,2664.0,5
2012-05-28,118,110,1513.56,4
2013-08-17,12,113,1233.63,3
2011-06-03,279,126,855.15,1
2011-07-14,288,113,956.34,4
2011-09-29,256,100,1801.632,6
2011-10-17,25,125,1838.52,5
2011-11-14,42,117,4498.83,7
2014-07-14,121,109,1824.144,8
2014-06-03,19,127,2344.0,8
2014-12-15,289,108,2043.72,14
2014-06-28,290,123,856.8,14
2014-12-20,62,114,2509.36,7
2012-02-06,26,101,819.936,2
2011-01-21,149,127,2797.248,6
2012-08-03,53,107,1455.08,11
2014-10-27,132,120,2189.0898,6
2012-02-27,215,117,5451.3,6
2012-06-11,142,122,1291.08,2
2011-02-23,82,117,1526.52,4
2014-09-15,291,100,1079.85,3
2013-07-20,22,132,1869.72,6
2013-03-29,18,138,1815.24,7
2014-10-23,266,117,959.76,3
2014-06-24,48,114,3045.84,7
2013-10-30,45,127,2125.0,5
2012-12-13,292,153,976.08,4
2013-05-04,39,108,1266.36,4
2014-05-08,293,100,1458.65,5
2011-09-08,294,161,2134.44,4
2012-04-22,85,102,4748.436,14
2013-10-30,280,141,1867.5,6
2011-04-16,295,108,1001.7,6
2012-10-12,296,100,899.136,4
2014-05-26,297,100,663.92,5
2014-10-31,128,142,4306.32,8
2013-04-12,66,108,899.55,3
2013-11-11,298,117,763.92,4
2012-10-13,50,102,2544.24,4
2012-10-13,27,104,1136.664,4
2014-01-30,76,108,2301.0,5
2012-10-12,121,119,3908.88,6
2013-12-06,299,100,1951.84,8
2014-12-03,300,100,2479.96,4
2013-09-19,221,117,2249.16,4
2012-12-31,129,114,2528.26,7
2014-12-29,204,109,1461.135,5
2013-11-15,48,114,3045.84,7
2011-09-12,77,100,3785.292,6
2014-05-15,301,100,1399.93,7
2014-09-08,109,130,2152.956,8
2013-06-17,302,109,1244.1,5
2011-12-08,79,114,2226.816,9
2014-09-19,107,101,1586.412,4
2013-11-27,303,100,3040.0,8
2014-02-10,7,162,3425.4,6
2014-02-08,8,125,1136.94,2
2013-08-05,304,120,677.6352,2
2014-04-15,284,122,731.34,2
2011-03-21,49,100,3499.93,7
2014-05-05,242,117,1272.72,4
2013-11-04,228,110,1856.34,6
2014-06-10,45,125,2295.0,4
2012-08-31,122,109,1622.1825,3
2013-06-20,305,108,1063.44,7
2014-08-23,306,154,3449.88,14
2012-05-28,307,114,585.456,3
2014-05-19,32,163,1429.44,4
2013-04-29,308,141,1057.8,2
2013-12-23,304,108,1092.96,3
2014-10-12,309,150,1483.0,5
2014-04-15,62,132,1792.4,5
2014-11-28,310,102,2455.677,7
2012-05-11,34,164,1900.44,6
2013-06-18,89,136,3712.59,7
2012-05-04,88,117,2372.22,9
2011-11-11,122,108,5725.35,9
2014-12-24,74,110,2553.18,7
2014-05-15,104,114,2003.52,6
2014-12-09,137,112,1188.36,4
2011-12-07,43,101,2875.095,5
2013-09-10,30,165,2380.5,5
2011-03-03,311,166,1619.1,10
2012-01-02,1,120,2821.7178,6
2012-10-30,32,120,2991.1032,9
2013-11-19,129,136,1798.6764,4
2013-08-15,45,143,2544.84,4
2013-06-08,78,142,951.72,2
2014-10-02,42,124,2575.92,4
2014-02-27,1,113,1699.83,3
2013-10-31,307,101,2634.552,8
2013-12-18,134,120,3707.352,11
2014-05-09,312,117,4298.85,5
2014-07-04,100,108,3417.48,6
2012-05-17,67,125,2080.32,4
2011-08-03,313,117,840.6,5
2013-07-29,187,100,1369.764,6
2013-02-14,57,167,1288.8,10
2012-05-23,278,101,660.69,5
2014-08-04,166,168,3234.24,6
2013-11-13,48,107,2171.3,5
2014-02-12,314,101,2074.734,9
2014-11-11,50,114,849.8,2
2013-03-30,15,101,1177.173,3
2013-08-24,118,129,2270.34,6
2014-11-02,315,100,2665.62,9
2013-08-19,41,158,2863.08,9
2014-05-29,316,109,1253.07,5
2012-08-22,162,122,3369.24,6
2014-07-05,292,169,1464.12,6
2012-03-14,110,133,1273.125,7
2014-10-02,317,100,1704.89,11
2014-09-16,118,138,1258.7774,5
2014-08-07,112,158,2584.008,7
2013-09-09,86,130,1482.39,6
2014-09-08,50,115,1274.7,3
2011-10-31,199,100,1604.9,5
2012-10-17,29,150,2818.08,9
2014-02-17,23,130,1046.25,3
2012-02-24,44,117,3187.2,5
2012-12-03,26,101,4099.68,10
2012-12-12,252,108,703.35,5
2014-06-16,33,101,2293.488,8
2012-12-20,311,109,1238.6115,9
2014-05-13,243,114,1715.056,7
2014-12-20,152,100,1665.62,2
2014-11-07,27,101,2841.66,6
2013-06-10,1,170,3399.66,12
2012-05-10,318,117,1607.76,6
2013-09-13,319,117,840.15,5
2013-07-25,69,108,1236.33,3
2014-10-11,63,117,2488.56,8
2011-11-22,320,118,1124.256,7
2013-05-08,321,100,3999.95,5
2014-10-25,322,114,726.72,3
2012-08-28,227,100,2799.96,5
2013-10-14,323,171,1519.92,6
2011-02-14,324,143,1279.32,4
2014-05-01,325,117,723.3,5
2011-03-11,42,122,642.69,1
2012-08-03,110,101,2619.0,8
2012-12-20,156,158,1704.87,6
2012-08-03,38,110,1715.91,7
2012-06-20,89,108,1278.0,2
2013-02-08,326,128,1234.56,4
2011-09-28,102,157,4195.2,8
2012-06-23,132,109,1765.395,5
2013-12-20,153,132,1480.368,3
2012-10-11,45,114,2968.98,7
2011-08-29,327,101,2301.138,7
2014-07-18,226,131,1100.52,3
2011-12-06,84,108,2518.95,7
2014-04-16,328,113,996.3,5
2014-11-17,321,100,1919.976,3
2011-09-02,329,131,922.95,1
2013-08-01,12,109,1850.445,5
2014-09-12,330,127,664.56,6
2014-08-06,331,109,1547.1,6
2014-11-20,250,149,2190.951,5
2012-05-04,64,114,3242.88,9
2012-08-27,91,128,2544.6,4
2013-12-24,48,126,2605.56,4
2013-01-29,57,125,1271.457,11
2013-11-05,332,100,876.3,10
2011-12-27,333,106,1207.56,4
2012-11-30,20,155,2051.1,5
2013-05-21,50,115,2544.24,6
2011-10-31,315,100,1421.664,8
2014-06-27,106,113,1314.45,3
2011-11-04,334,100,3991.98,2
2013-07-25,335,107,980.32,2
2011-05-08,139,100,1799.97,5
2011-10-27,336,108,2470.5,6
2013-07-02,337,100,1499.95,5
2012-12-26,75,104,877.02,2
2012-12-21,338,100,1618.37,13
2012-05-07,339,104,1917.36,6
2011-01-08,340,108,2173.5,7
2013-10-18,247,100,1927.59,7
2012-07-07,66,129,1799.1,6
2011-06-18,71,125,1814.25,5
2012-01-10,127,172,1293.675,5
2014-02-11,5,125,2477.55,5
2013-08-13,155,100,1399.944,7
2012-04-12,202,117,723.3,2
2014-01-03,341,125,2097.12,8
2013-02-12,145,100,1350.12,6
2014-12-13,64,142,3242.88,6
2014-07-01,342,100,1044.63,5
2014-10-04,229,100,1793.98,2
2014-10-07,343,110,597.36,4
2013-06-20,344,126,3955.14,14
2014-07-11,345,120,796.824,6
2014-04-24,314,102,2305.26,9
2011-05-04,346,115,2833.76,10
2011-10-06,126,117,2077.32,4
2014-11-12,133,150,1916.88,7
2014-12-17,110,127,1212.5,5
2014-11-14,193,100,2404.704,6
2013-04-05,92,109,1622.565,3
2014-09-19,281,104,856.44,6
2013-08-22,347,100,2887.056,9
2014-07-10,348,102,1361.043,9
2014-10-06,85,108,3391.74,9
2013-06-01,41,118,2375.296,7
2012-08-20,343,141,889.02,6
2011-08-30,349,143,1782.48,4
2012-12-04,35,109,667.7685,3
2014-10-13,350,101,1612.845,5
2013-12-19,60,125,845.208,7
2012-06-16,63,117,2799.63,9
2013-08-20,63,173,1549.1286,6
2012-06-21,91,114,1696.4,4
2012-05-23,351,114,935.5,5
2013-04-30,352,109,2036.8125,9
2012-06-15,353,109,980.52,4
2013-12-18,354,109,1654.644,8
2014-11-20,150,100,1525.188,6
2014-07-21,30,120,2063.7684,6
2013-02-08,355,128,1457.28,8
2011-10-27,38,108,1693.23,7
2014-01-14,152,100,4164.05,5
2013-02-26,356,107,1411.2,6
2011-11-26,1,102,2039.796,4
2012-08-20,45,108,5737.5,9
2012-05-24,191,101,1641.087,7
2011-11-04,16,174,1380.9,5
2011-09-22,89,117,1917.0,3
2013-10-17,336,104,823.5,2
2013-09-20,357,100,872.32,4
2013-06-05,91,108,3180.75,5
2013-05-14,280,109,2910.1875,11
2011-09-29,358,100,2348.82,9
2014-01-16,9,100,1924.16,8
2013-10-21,359,108,910.35,5
2014-08-11,360,113,856.68,2
2013-05-04,237,114,1731.072,7
2013-07-15,361,125,1330.992,12
2011-01-07,28,100,2573.82,9
2014-12-02,362,118,1914.08,14
2014-01-08,45,107,3393.12,8
2014-12-01,363,100,1079.316,6
2014-06-27,202,108,1446.6,4
2011-03-12,22,108,3272.01,7
2013-01-15,10,130,3386.859,7
2011-11-19,364,110,728.532,7
2012-08-28,154,101,2498.526,9
2014-12-24,42,175,2575.92,4
2012-06-16,70,110,2546.46,7
2013-07-11,17,142,2888.76,7
2012-05-22,331,134,1031.4,4
2014-08-05,365,113,1237.44,8
2014-08-12,366,119,1018.32,4
2012-12-26,367,125,600.6,13
2013-01-05,11,109,2756.943,7
2014-12-29,8,101,1534.869,3
2013-02-27,219,120,1781.136,8
2013-12-16,42,104,6439.8,10
2012-07-04,89,107,1363.2,8
2012-08-20,27,113,3315.27,7
2013-07-01,368,100,1266.86,7
2012-07-03,369,109,2123.028,8
2014-11-29,148,102,2478.84,7
2011-04-08,194,101,1894.536,4
2013-05-09,218,100,1006.056,3
2013-10-05,139,100,5399.91,9
2012-11-19,88,108,1317.9,5
2014-09-01,370,102,1350.09,7
2013-11-04,210,108,1839.18,7
2013-09-05,263,100,2799.96,5
2013-11-19,50,113,1908.18,3
2014-12-31,86,107,1264.466,5
2013-03-04,371,100,3930.072,3
2012-02-02,372,102,965.16,7
2013-03-19,123,109,748.116,4
2012-03-21,373,109,943.866,7
2014-05-24,374,108,1447.44,4
2013-06-14,274,110,1552.5,6
2011-10-14,248,100,1999.96,5
2014-06-02,9,100,2405.2,8
2014-06-17,375,100,1212.96,7
2013-12-09,25,107,919.26,3
2013-10-09,48,114,3045.84,7
2013-10-16,90,101,766.872,2
2011-12-24,376,128,2880.18,6
2013-04-16,194,107,1403.36,4
2011-08-09,8,118,1819.104,6
2012-12-19,155,100,2249.91,9
2011-10-19,377,108,2018.331,9
2011-02-23,265,117,2065.5,5
2011-03-10,33,108,1274.16,4
2014-01-25,16,117,2485.62,6
2014-06-18,67,113,1560.24,3
2011-12-24,93,108,3271.2,5
2013-01-08,29,114,751.488,3
2013-01-04,41,138,2120.8,5
2014-01-31,378,109,2102.832,8
2011-11-04,379,109,820.488,8
2014-05-02,77,100,2803.92,5
2011-06-22,242,101,1718.172,6
2013-09-24,380,111,553.44,8
2012-08-30,312,102,2794.2525,5
2013-06-17,76,109,1242.54,3
2014-07-22,381,100,1626.192,9
2012-12-18,50,108,1274.7,2
2013-09-25,192,128,1553.76,6
2014-03-24,273,114,2205.568,8
2014-04-09,229,100,2690.97,3
2011-12-03,142,102,3227.7,5
2014-05-28,23,117,1395.0,3
2014-06-14,382,102,2291.835,7
2011-11-12,383,176,1660.8,4
2013-05-31,384,108,2436.672,4
2014-02-18,363,100,899.43,5
2011-08-17,385,143,954.6,10
2012-03-06,7,115,1903.0,5
2012-11-02,386,100,2621.322,11
2014-08-06,242,177,1590.9,5
2014-06-18,226,162,1467.36,4
2014-12-31,13,120,1091.2806,3
2012-09-24,114,127,2014.3632,8
2013-02-18,387,119,3877.68,8
2014-11-04,388,100,1673.184,12
2012-09-17,108,100,3083.43,7
2014-11-24,92,101,2863.35,5
2014-09-23,27,130,2841.66,8
2014-11-04,389,109,765.459,3
2014-09-01,102,101,1887.84,4
2011-10-31,390,100,742.336,8
2011-09-30,391,100,795.408,6
2014-04-17,64,150,1801.6,5
2013-03-08,392,109,779.28,5
2011-02-25,393,178,613.26,2
2014-12-03,394,100,979.95,5
2014-09-16,243,101,1837.56,4
2013-07-08,8,110,3979.29,7
2013-06-05,395,100,1349.85,3
2013-12-31,141,127,1198.2986,5
2012-03-26,396,100,3393.68,8
2014-01-29,16,101,1864.215,5
2011-09-08,30,152,1142.64,6
2014-02-17,134,109,1630.8,5
2012-05-30,121,146,1172.664,6
2013-01-02,397,122,2021.88,14
2012-11-23,132,114,836.928,4
2014-04-11,48,106,1302.78,2
2012-08-03,254,144,2243.88,4
2014-11-18,398,101,1221.561,11
2011-12-13,399,108,1609.29,3
2014-06-20,140,101,1596.51,6
2014-11-03,299,100,975.92,4
2013-05-21,400,108,2018.88,12
2014-10-03,161,141,1885.32,6
2011-12-26,349,113,3119.34,7
2014-09-24,110,102,1964.25,6
2011-08-27,347,100,1202.94,3
2014-08-26,243,101,1653.804,6
2014-11-18,340,106,621.0,2
2012-12-01,137,117,2673.81,9
2014-09-06,15,110,1307.97,3
2014-09-30,41,110,1145.232,3
2014-10-14,163,100,1504.52,4
2012-09-26,32,138,1902.10816,8
2014-12-30,401,165,1913.4,10
2014-01-20,237,123,1854.72,4
2013-07-15,29,109,2958.984,7
2011-02-28,64,179,810.72,3
2014-03-31,20,109,2953.584,8
2013-06-03,65,110,2593.8,5
2013-03-05,402,120,2051.013,5
2014-11-20,403,100,2504.74,7
2014-10-15,191,131,1318.65,5
2011-05-23,404,134,1120.77,9
2011-11-01,300,100,1983.968,4
2014-08-29,7,107,3044.8,8
2014-06-21,405,109,656.856,2
2014-05-08,84,113,2518.95,7
2013-08-19,237,180,1669.248,12
2013-06-27,17,125,2476.08,6
2011-12-31,238,100,1687.8,4
2011-01-24,48,181,1302.78,2
2014-12-04,346,101,2125.32,4
2013-06-28,121,113,1954.44,3
2012-05-24,42,107,856.92,2
2014-12-08,91,120,3696.0315,7
2012-12-11,121,117,1302.96,2
2014-03-05,27,152,1136.664,6
2014-06-02,198,120,1043.9304,8
2013-06-25,33,101,1720.116,6
2011-09-27,406,182,1253.76,4
2013-06-05,5,183,2180.244,11
2013-10-16,195,109,1306.467,6
